HAGRID,Kingdom,Phylum,Class,Order,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Adult weight (g),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,Temperature (K)
3734,Animalia,Chordata,Reptilia,Testudines,Chinese stripe-necked turtle,,,,,,,,1241,22.8,captivity,medium,acceptable,
1349,Animalia,Chordata,Aves,Pelecaniformes,Great egret,730,730,23,3,2,,,873.5,22.8,wild,medium,acceptable,
1364,Animalia,Chordata,Aves,Pelecaniformes,Snowy egret,365,365,18,4,1,,20,314,22.8,wild,medium,acceptable,
2683,Animalia,Chordata,Mammalia,Primates,White-tufted-ear marmoset,477,382,144,2,2,169,26.5,255.2,22.8,captivity,large,high,309.15
3563,Animalia,Chordata,Reptilia,Squamata,Algerian skink,,,,,,,,85.4,22.8,captivity,small,acceptable,
2023,Animalia,Chordata,Mammalia,Artiodactyla,Tufted deer,639,730,180,1,,,,33500,22.7,captivity,medium,acceptable,
2261,Animalia,Chordata,Mammalia,Carnivora,Small-spotted genet,1479,,78,2,2,182,77.75,1866.7,22.7,captivity,medium,acceptable,
2784,Animalia,Chordata,Mammalia,Primates,"Brown greater galago, or Greater galago",495,639,130,1.5,1,119,43.2,1094.5,22.7,captivity,medium,acceptable,309.75
335,Animalia,Chordata,Aves,Anseriformes,Oldsquaw,730,730,24,7,1,,25,872,22.7,wild,small,acceptable,
2399,Animalia,Chordata,Mammalia,Chiroptera,Geoffroy's bat,456,456,,1,1,365,,11,22.7,wild,medium,acceptable,
2003,Animalia,Chordata,Mammalia,Artiodactyla,Sitatunga,401,,242,1,1,353,4000,87500,22.6,captivity,large,high,
3537,Animalia,Chordata,Reptilia,Squamata,Black-headed python,,,71,,,,,6107,22.6,captivity,medium,acceptable,
2622,Animalia,Chordata,Mammalia,Monotremata,Duck-billed platypus,548,548,17,2,,365,,1250,22.6,captivity,small,acceptable,307.15
313,Animalia,Chordata,Aves,Anseriformes,Redhead,365,365,26,13,1,,37.6,1077.3,22.6,wild,large,acceptable,
3365,Animalia,Chordata,Reptilia,Squamata,Milk snake,,,,,,,,950,22.6,captivity,large,acceptable,
293,Animalia,Chordata,Aves,Anseriformes,Northern shoveler,240,240,23,11,1,,23,613,22.6,wild,medium,acceptable,
2327,Animalia,Chordata,Mammalia,Chiroptera,Australian false vampire bat,365,365,91,1,1,,21.6,150,22.6,captivity,small,acceptable,310.15
1606,Animalia,Chordata,Aves,Psittaciformes,Black-headed parrot,,,,,,,,149,22.6,captivity,small,acceptable,
1898,Animalia,Chordata,Mammalia,Artiodactyla,Hartebeest,730,,247,1,1,365,9050,159000,22.5,captivity,medium,acceptable,
1933,Animalia,Chordata,Mammalia,Artiodactyla,Yellow-backed duiker,,,165,1,1,306,2400,62000,22.5,captivity,medium,acceptable,
3457,Animalia,Chordata,Reptilia,Squamata,King cobra,,,,,,,,8000,22.5,captivity,tiny,acceptable,
1713,Animalia,Chordata,Aves,Suliformes,Double-crested cormorant,730,730,24,4,1,,31.15,1817,22.5,wild,large,acceptable,
333,Animalia,Chordata,Aves,Anseriformes,Ross's goose,570,570,21,4,1,,65,1715,22.5,wild,large,acceptable,
822,Animalia,Chordata,Aves,Passeriformes,Australian raven,,,,,,,,645,22.5,wild,small,acceptable,
287,Animalia,Chordata,Aves,Anseriformes,Wood duck,365,365,31,12,2,,23.7,452.8,22.5,wild,large,acceptable,
1922,Animalia,Chordata,Mammalia,Artiodactyla,Nubian ibex,818,1256,150,1,,,,46250,22.4,captivity,large,acceptable,
2121,Animalia,Chordata,Mammalia,Carnivora,Serval,821,,70,2.5,2.5,176,263,13350,22.4,captivity,large,high,
3380,Animalia,Chordata,Reptilia,Squamata,"Pine snake, or Bull snake",,,,,,,,6407,22.4,captivity,medium,acceptable,
3499,Animalia,Chordata,Reptilia,Squamata,Black iguana,,,,,,,,1034,22.4,captivity,small,acceptable,
234,Animalia,Chordata,Aves,Accipitriformes,Red-shouldered hawk,365,365,33,3.5,1,,35,607,22.4,wild,medium,acceptable,
1694,Animalia,Chordata,Aves,Strigiformes,Tawny owl,365,365,,,,,,520,22.4,wild,medium,acceptable,
3364,Animalia,Chordata,Reptilia,Squamata,Sonoran mountain kingsnake,,,,,,,,432,22.4,captivity,medium,acceptable,
1924,Animalia,Chordata,Mammalia,Artiodactyla,Siberian ibex,797,1541,175,,,,3640,130000,22.3,captivity,medium,acceptable,
2441,Animalia,Chordata,Mammalia,Cingulata,Nine-banded armadillo,365,365,133,4,1,,66,5500,22.3,captivity,medium,acceptable,307.65
2170,Animalia,Chordata,Mammalia,Carnivora,Tayra,700,183,66,2,,,83,4500,22.3,captivity,medium,acceptable,311.55
1706,Animalia,Chordata,Aves,Suliformes,Australasian darter,,,,,,,,1518,22.3,wild,small,acceptable,
716,Animalia,Chordata,Aves,Gruiformes,American coot,365,365,23,10,2,,20.5,450.8,22.3,wild,large,acceptable,
1360,Animalia,Chordata,Aves,Pelecaniformes,Little egret,365,365,,,,,,312,22.3,wild,medium,acceptable,
513,Animalia,Chordata,Aves,Charadriiformes,Ruddy turnstone,730,730,22,4,1,,11.42,136,22.3,wild,medium,acceptable,
1954,Animalia,Chordata,Mammalia,Artiodactyla,Sable antelope,768,1184,271,1,1,365,16375,225000,22.2,captivity,large,high,
3538,Animalia,Chordata,Reptilia,Squamata,Bismarck ringed python,,,72,,,,,2009,22.2,captivity,small,acceptable,
2681,Animalia,Chordata,Mammalia,Primates,Goeldi's monkey,365,395,153,1,1.2,179,48.15,555,22.2,captivity,large,high,309.15
845,Animalia,Chordata,Aves,Passeriformes,Pied butcherbird,,,,,,,,126.65,22.2,wild,medium,acceptable,
2564,Animalia,Chordata,Mammalia,Diprotodontia,Koala,646,1095,31,1,1,471,0.36,9300,22.1,captivity,large,high,308.95
3446,Animalia,Chordata,Reptilia,Squamata,Egyptian cobra,,,,,,,,6796,22.1,captivity,medium,acceptable,
2443,Animalia,Chordata,Mammalia,Cingulata,Six-banded armadillo,274,274,68,2,,,105,4850,22.1,captivity,medium,acceptable,307.35
318,Animalia,Chordata,Aves,Anseriformes,Greater scaup,365,365,26,9,1,,46.3,928.5,22.1,wild,large,acceptable,
2666,Animalia,Chordata,Mammalia,Primates,Noisy night monkey,,,,1,,,,873,22.1,captivity,small,acceptable,
3731,Animalia,Chordata,Reptilia,Testudines,Yellow pond turtle,,,,,,,,319.5,22.1,captivity,medium,acceptable,
464,Animalia,Chordata,Aves,Charadriiformes,Mediterranean gull,1095,1095,,,,,,256,22.1,wild,medium,acceptable,
1591,Animalia,Chordata,Aves,Psittaciformes,Monk parakeet,730,730,31,7,2,,4.76,81.7,22.1,captivity,large,acceptable,
3338,Animalia,Chordata,Reptilia,Squamata,"Rhombic egg eater, or African egg-eating snake",,,,,,,,72.25,22.1,captivity,small,acceptable,
2000,Animalia,Chordata,Mammalia,Artiodactyla,Bongo,806,914,288,1,0.7,,19800,307500,22,captivity,large,acceptable,
2318,Animalia,Chordata,Mammalia,Cetacea,Dall's porpoise,1826,2375,347,1,0.7,1096,,120000,22,wild,medium,acceptable,
1757,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Oceanic whitetip shark,1825,,,6.1,,730,,92070,22,wild,medium,acceptable,
2057,Animalia,Chordata,Mammalia,Artiodactyla,Red river hog,1096,1096,122,3,,365,775,88000,22,captivity,large,high,
2034,Animalia,Chordata,Mammalia,Artiodactyla,Mule deer,478,503,207,1.5,1,365,2950,57000,22,captivity,medium,acceptable,313.15
404,Animalia,Chordata,Aves,Casuariiformes,Northern cassowary,,,,,,,,47300,22,captivity,small,acceptable,
2534,Animalia,Chordata,Mammalia,Diprotodontia,Wallaroo,547,670,32,1,,264,0.703,30000,22,captivity,medium,acceptable,309.25
4478,Animalia,Chordata,Teleostei,Salmoniformes,Inconnu,4015,3650,,,,,,22000,22,wild,medium,acceptable,
4369,Animalia,Chordata,Teleostei,Perciformes,Orange-spotted grouper,912,,,,,,,8250,22,wild,medium,acceptable,
4212,Animalia,Chordata,Teleostei,Perciformes,Lipper,912,912,,,,,,5280,22,wild,medium,acceptable,
3905,Animalia,Chordata,Teleostei,Cypriniformes,European chub,1825,1277,,,,,,4400,22,wild,medium,acceptable,
4299,Animalia,Chordata,Teleostei,Perciformes,Eurasian perch,1368,821,,,,,,2612.5,22,wild,medium,acceptable,
1395,Animalia,Chordata,Aves,Pelecaniformes,Buff-necked ibis,,,,,,,,1726,22,captivity,small,acceptable,
217,Animalia,Chordata,Aves,Accipitriformes,Northern goshawk,365,730,33,3,1,,,1044.2,22,wild,medium,acceptable,
1519,Animalia,Chordata,Aves,Psittaciformes,Blue-throated macaw,,,,,,,,784,22,captivity,medium,acceptable,
4382,Animalia,Chordata,Teleostei,Perciformes,Sand whiting,,,,,,,,770,22,wild,medium,acceptable,
1362,Animalia,Chordata,Aves,Pelecaniformes,Reddish egret,1461,1461,,3,1,,,614,22,wild,small,acceptable,
481,Animalia,Chordata,Aves,Charadriiformes,Laughing gull,,,24,3,,,30.1,275.6,22,wild,medium,acceptable,
3659,Animalia,Chordata,Reptilia,Squamata,Long-nosed viper,1460,1460,,,,,,220,22,captivity,medium,acceptable,
1241,Animalia,Chordata,Aves,Passeriformes,Tooth-billed bowerbird,,,,,,,,167.25,22,wild,small,acceptable,
2330,Animalia,Chordata,Mammalia,Chiroptera,Schreibers's long-fingered bat,577,730,100,1,1,365,2.8,13,22,wild,medium,acceptable,310.85
1077,Animalia,Chordata,Aves,Passeriformes,Purple sunbird,,,,,,,,8.1,22,captivity,small,acceptable,
2400,Animalia,Chordata,Mammalia,Chiroptera,Western long-eared myotis,,,50,1,1,365,1.22,7.4,22,wild,medium,acceptable,
1916,Animalia,Chordata,Mammalia,Artiodactyla,Takin,730,730,210,1,1,365,6000,180000,21.9,captivity,medium,acceptable,
1956,Animalia,Chordata,Mammalia,Artiodactyla,Kob,403,365,251,1,1.3,,5405,105000,21.9,captivity,medium,acceptable,
2036,Animalia,Chordata,Mammalia,Artiodactyla,Pampas deer,365,,213,1,1,330,2100,32500,21.9,captivity,tiny,acceptable,310.65
2119,Animalia,Chordata,Mammalia,Carnivora,Little spotted cat,,,75,1.5,,,,2250,21.9,captivity,medium,acceptable,
1936,Animalia,Chordata,Mammalia,Artiodactyla,Black wildebeest,763,1096,259,1,,,11000,132250,21.8,captivity,medium,acceptable,
2039,Animalia,Chordata,Mammalia,Artiodactyla,"Caribou, or Reindeer",662,680,228,1,1,365,6500,101250,21.8,captivity,large,high,310.35
2074,Animalia,Chordata,Mammalia,Carnivora,Coyote,274,274,63,6,1,365,250,13250,21.8,captivity,medium,acceptable,310.15
3675,Animalia,Chordata,Reptilia,Testudines,Northern Australian snapping turtle,,,,,,,,4295,21.8,captivity,small,acceptable,
2239,Animalia,Chordata,Mammalia,Carnivora,Olingo,685,594,73,1,,,55,1235,21.8,captivity,tiny,acceptable,
823,Animalia,Chordata,Aves,Passeriformes,Chihuahuan raven,,,21,5,1,,14.4,534,21.8,wild,small,acceptable,
1677,Animalia,Chordata,Aves,Strigiformes,Short-eared owl,365,365,25,6,1.5,,16,406,21.8,unknown,medium,acceptable,
1472,Animalia,Chordata,Aves,Procellariiformes,Trindade petrel,,,,,,,,383.75,21.8,wild,tiny,acceptable,
2354,Animalia,Chordata,Mammalia,Chiroptera,Straw-colored fruit bat,,,275,1,1,365,50,306.25,21.8,captivity,large,acceptable,307.65
1565,Animalia,Chordata,Aves,Psittaciformes,Red-fan parrot,,,,,,,,246,21.8,captivity,medium,acceptable,
1529,Animalia,Chordata,Aves,Psittaciformes,Green parakeet,,,,,,,,138,21.8,captivity,medium,acceptable,
1302,Animalia,Chordata,Aves,Passeriformes,"Common blackbird, or Eurasian blackbird",365,365,,,,,,103.2,21.8,wild,medium,acceptable,
529,Animalia,Chordata,Aves,Charadriiformes,Red-necked stint,,,,,,,,26.95,21.8,wild,large,acceptable,
1911,Animalia,Chordata,Mammalia,Artiodactyla,Nilgai,815,,255,1.5,1,365,5875,180000,21.7,captivity,large,high,
1900,Animalia,Chordata,Mammalia,Artiodactyla,Aoudad,335,,149,1.2,2,229,4500,92500,21.7,captivity,large,acceptable,
3716,Animalia,Chordata,Reptilia,Testudines,"Northern river terrapin, or Indian batagur terrapin",,,,,,,,17900,21.7,captivity,medium,acceptable,
2272,Animalia,Chordata,Mammalia,Carnivora,Large indian civet,,,80,3,2,182,,10000,21.7,captivity,small,acceptable,
841,Animalia,Chordata,Aves,Passeriformes,Eurasian magpie,730,730,21,,,,,178,21.7,wild,medium,acceptable,
570,Animalia,Chordata,Aves,Ciconiiformes,Abdim's stork,,,,,,,,1398,21.6,captivity,medium,acceptable,
2820,Animalia,Chordata,Mammalia,Primates,"Red slender loris, or Slender loris",380,365,166,1.3,1.5,288,11,238.2,21.6,captivity,small,acceptable,308.65
426,Animalia,Chordata,Aves,Charadriiformes,Greater sand plover,727,,,,,,,75,21.6,wild,large,acceptable,
3147,Animalia,Chordata,Mammalia,Rodentia,Red and white giant flying squirrel,,,,,,,,1700,21.4,captivity,small,acceptable,
2103,Animalia,Chordata,Mammalia,Carnivora,Malagasy civet,728,,82,1,,365,67.5,1540,21.4,captivity,small,acceptable,311.05
348,Animalia,Chordata,Aves,Anseriformes,White-winged scoter,730,730,28,11,1,,54.5,1360.8,21.4,wild,medium,acceptable,
2037,Animalia,Chordata,Mammalia,Artiodactyla,Thorold's deer,730,,253,1,1,,,135000,21.3,captivity,medium,acceptable,
2100,Animalia,Chordata,Mammalia,Carnivora,Red fox,304,304,52,5,1,365,100,4131.7,21.3,captivity,medium,acceptable,311.85
270,Animalia,Chordata,Aves,Accipitriformes,Hooded vulture,,,,,,,,2043,21.3,wild,tiny,acceptable,
2265,Animalia,Chordata,Mammalia,Carnivora,Large-spotted genet,1461,,70,2.5,2,304,71.5,1820,21.3,captivity,small,acceptable,310.15
353,Animalia,Chordata,Aves,Anseriformes,Red-breasted merganser,730,730,32,10,1,,,1020.6,21.3,wild,small,acceptable,
290,Animalia,Chordata,Aves,Anseriformes,American wigeon,365,365,23,9,1,,24,793.8,21.3,wild,large,acceptable,
2689,Animalia,Chordata,Mammalia,Primates,Golden-headed lion tamarin,654,730,132,2,,,,535,21.3,captivity,large,acceptable,
437,Animalia,Chordata,Aves,Charadriiformes,Pacific golden-plover,365,365,,,,,,135,21.3,wild,small,acceptable,
3639,Animalia,Chordata,Reptilia,Squamata,"Ridge-nosed rattlesnake, or Arizona ridge-nosed rattlesnake",,,,,,,,100,21.3,captivity,medium,acceptable,
1580,Animalia,Chordata,Aves,Psittaciformes,Musk lorikeet,,,,,,,,70.8,21.3,wild,medium,acceptable,
2139,Animalia,Chordata,Mammalia,Carnivora,Snow leopard,730,730,96,2,1,365,475,50000,21.2,captivity,large,high,
3140,Animalia,Chordata,Mammalia,Rodentia,Yellow-bellied marmot,730,730,30,4,0.9,458,33.8,3500,21.2,captivity,tiny,acceptable,309.65
3785,Animalia,Chordata,Reptilia,Testudines,Marginated tortoise,,,,,,,,1918,21.2,captivity,medium,acceptable,
3530,Animalia,Chordata,Reptilia,Squamata,Cuvier's Madagascar swift,,,,,,,,117.7,21.2,captivity,small,acceptable,
1308,Animalia,Chordata,Aves,Passeriformes,Mistle thrush,365,365,,,,,,117.5,21.2,wild,medium,acceptable,
3428,Animalia,Chordata,Reptilia,Squamata,Marbled velvet gecko,,,,,,,,15.4,21.2,captivity,small,acceptable,
1958,Animalia,Chordata,Mammalia,Artiodactyla,Nile lechwe,730,730,235,1,1,353,5100,90000,21.1,captivity,large,high,
2044,Animalia,Chordata,Mammalia,Artiodactyla,Timor deer,464,,251,1,1,366,,63000,21.1,captivity,medium,acceptable,
476,Animalia,Chordata,Aves,Charadriiformes,Glaucous gull,1460,1460,27,3,1,,72.6,1210,21.1,wild,medium,acceptable,
1368,Animalia,Chordata,Aves,Pelecaniformes,Black-crowned night heron,365,365,25,4,1,,24.2,800,21.1,wild,medium,acceptable,
3121,Animalia,Chordata,Mammalia,Rodentia,Prevost's squirrel,,,48,1.8,,,16.35,400,21.1,captivity,medium,acceptable,
368,Animalia,Chordata,Aves,Apodiformes,Common swift,730,730,,,,,,37.6,21.1,wild,medium,acceptable,
1795,Animalia,Chordata,Chondrichthyes,Lamniformes,Bigeye thresher,4690,3650,,2,,365,,200090,21,wild,medium,acceptable,
1921,Animalia,Chordata,Mammalia,Artiodactyla,Ibex,797,1256,169,1.1,0.8,489,2850,82500,21,captivity,large,acceptable,
1928,Animalia,Chordata,Mammalia,Artiodactyla,Jentink's duiker,,,,1,,,4581,70000.3,21,captivity,tiny,acceptable,
4568,Animalia,Chordata,Teleostei,Siluriformes,Blue catfish,,,,,,,,37450,21,wild,medium,acceptable,
1947,Animalia,Chordata,Mammalia,Artiodactyla,Saudi gazelle,499,637,156,,,,,32185.7,21,captivity,medium,acceptable,
3898,Animalia,Chordata,Teleostei,Cypriniformes,Silver orfe,1520,1460,,,,,,24750,21,unknown,medium,acceptable,
2136,Animalia,Chordata,Mammalia,Carnivora,African golden cat,651,,81,2,,,248.33,10650,21,captivity,small,acceptable,
4216,Animalia,Chordata,Teleostei,Perciformes,Blue-gray snapper,1642,,,,,,,8470,21,wild,medium,acceptable,
4376,Animalia,Chordata,Teleostei,Perciformes,Scamp,,,,,,,,7810,21,wild,medium,acceptable,
2246,Animalia,Chordata,Mammalia,Carnivora,Common raccoon,365,365,63,4,1,365,80,6000,21,captivity,large,acceptable,311.15
2206,Animalia,Chordata,Mammalia,Carnivora,African palm civet,1095,1095,64,2,2,182,55,1900,21,captivity,tiny,acceptable,310.55
1724,Animalia,Chordata,Aves,Suliformes,Nazca booby,1461,1461,,,,,,1754,21,wild,medium,acceptable,
284,Animalia,Chordata,Aves,Accipitriformes,Eastern osprey,1093,1095,,,,,,1527.5,21,wild,medium,acceptable,
4391,Animalia,Chordata,Teleostei,Perciformes,White seabream,,,,,,,,1000,21,wild,medium,acceptable,
2699,Animalia,Chordata,Mammalia,Primates,Midas tamarin,608,,127,2,1.4,207,40,553.8,21,captivity,large,high,
3784,Animalia,Chordata,Reptilia,Testudines,Egyptian tortoise,2192,,,,,,,440,21,captivity,large,acceptable,
1617,Animalia,Chordata,Aves,Psittaciformes,Red-fronted parrot,,,,,,,,275,21,captivity,medium,acceptable,
454,Animalia,Chordata,Aves,Charadriiformes,Black tern,730,730,21,3,,,7.25,60,21,wild,tiny,acceptable,
1594,Animalia,Chordata,Aves,Psittaciformes,Blue-winged parrot,363,,,,,,,46.1,21,captivity,small,acceptable,
1596,Animalia,Chordata,Aves,Psittaciformes,Turquoise parrot,363,,,,,,,41.4,21,captivity,medium,acceptable,
431,Animalia,Chordata,Aves,Charadriiformes,Red-capped plover,428,331,,,,,,41.2,21,wild,medium,acceptable,
613,Animalia,Chordata,Aves,Coraciiformes,Common kingfisher,365,365,,,,,,31.4,21,wild,medium,acceptable,
1590,Animalia,Chordata,Aves,Psittaciformes,Budgerigar,180,180,18,5,,,,30,21,captivity,large,high,314.15
2389,Animalia,Chordata,Mammalia,Chiroptera,Serotine,,,68,1.5,1,,5.3,18.2,21,wild,medium,acceptable,
2394,Animalia,Chordata,Mammalia,Chiroptera,Bechstein's bat,,,,1,1,365,,10.5,21,wild,medium,acceptable,
2414,Animalia,Chordata,Mammalia,Chiroptera,Long-legged myotis,152,,,1,1,365,2.01,7,21,wild,medium,acceptable,
1985,Animalia,Chordata,Mammalia,Artiodactyla,Bharal,730,,160,1.5,,,,55000,20.9,captivity,medium,acceptable,
3677,Animalia,Chordata,Reptilia,Testudines,Macquarie turtle,,,,,,,,1740,20.9,captivity,medium,acceptable,
327,Animalia,Chordata,Aves,Anseriformes,Common goldeneye,730,730,30,10,1,,38.1,895.86,20.9,wild,large,acceptable,
2372,Animalia,Chordata,Mammalia,Chiroptera,Large flying fox,,,,1,1,,,872,20.9,captivity,medium,acceptable,310.05
501,Animalia,Chordata,Aves,Charadriiformes,Elegant tern,1095,1095,26,1,1,,26.4,251,20.9,wild,small,acceptable,
552,Animalia,Chordata,Aves,Charadriiformes,American woodcock,300,300,20,4,1,,12.2,197.5,20.9,wild,large,acceptable,
531,Animalia,Chordata,Aves,Charadriiformes,Great knot,,,,,,,,179.167,20.9,wild,large,acceptable,
1525,Animalia,Chordata,Aves,Psittaciformes,Golden-capped parakeet,,,,,,,,130,20.9,captivity,small,acceptable,
460,Animalia,Chordata,Aves,Charadriiformes,Little gull,730,730,21,3,,,,119,20.9,wild,medium,acceptable,
1974,Animalia,Chordata,Mammalia,Artiodactyla,Arabian oryx,794,550,243,1,1,,,121350,20.8,captivity,large,high,311.65
1970,Animalia,Chordata,Mammalia,Artiodactyla,Mountain goat,912,912,184,1.2,1,365,3200,90000,20.8,captivity,small,acceptable,
1920,Animalia,Chordata,Mammalia,Artiodactyla,Domestic goat,406,685,155,1.5,1,451,2250,61000,20.8,captivity,large,high,312.45
2013,Animalia,Chordata,Mammalia,Artiodactyla,Chital,766,913,226,1.03,,426,3144,36000,20.8,captivity,large,high,312.35
2140,Animalia,Chordata,Mammalia,Carnivora,Marsh mongoose,235,255,76,2,2,182,100,3300,20.8,captivity,small,acceptable,
279,Animalia,Chordata,Aves,Accipitriformes,Turkey vulture,4015,4015,39,2,1,,60,2200,20.8,unknown,medium,acceptable,
522,Animalia,Chordata,Aves,Charadriiformes,Purple sandpiper,1095,1095,22,4,1,,9.1,65.2,20.8,wild,medium,acceptable,
425,Animalia,Chordata,Aves,Charadriiformes,Common ringed plover,365,365,,,,,,64,20.8,wild,medium,acceptable,
1236,Animalia,Chordata,Aves,Passeriformes,Hedge sparrow,365,365,,,,,,20.2,20.8,wild,large,acceptable,
3631,Animalia,Chordata,Reptilia,Squamata,Northern black-tailed rattlesnake,,,,,,,,771,20.7,captivity,medium,acceptable,
1685,Animalia,Chordata,Aves,Strigiformes,Eastern screech-owl,365,365,29,4,1,,11,164.1,20.7,unknown,medium,acceptable,
1417,Animalia,Chordata,Aves,Piciformes,Red-bellied woodpecker,365,365,12,4,2,,8,72.5,20.7,unknown,medium,acceptable,
1979,Animalia,Chordata,Mammalia,Artiodactyla,Bighorn sheep,707,749,180,1,1,365,4400,70275,20.6,captivity,medium,acceptable,311.15
2075,Animalia,Chordata,Mammalia,Carnivora,Gray wolf,669,669,62,6,0.8,365,450,26625,20.6,captivity,large,high,311.45
3545,Animalia,Chordata,Reptilia,Squamata,Green tree python,,,56,,,,,3113,20.6,captivity,large,acceptable,
2157,Animalia,Chordata,Mammalia,Carnivora,Meerkat,365,365,77,4,1,365,29,776,20.6,captivity,large,high,309.45
717,Animalia,Chordata,Aves,Gruiformes,"Eurasian coot, or Coot",365,365,,,,,,734.3,20.6,wild,medium,acceptable,
1609,Animalia,Chordata,Aves,Psittaciformes,Blue-headed parrot,,,,,,,,251,20.6,captivity,medium,acceptable,
1659,Animalia,Chordata,Aves,Psittaciformes,Rainbow lorikeet,,,,,,,,115.1,20.6,wild,large,acceptable,
2842,Animalia,Chordata,Mammalia,Rodentia,Ansell's mole-rat,365,365,,,,,,90,20.6,captivity,medium,acceptable,
2041,Animalia,Chordata,Mammalia,Artiodactyla,Eld's deer,508,,241,1,1,372,4750,122500,20.5,captivity,large,high,
2106,Animalia,Chordata,Mammalia,Carnivora,Cheetah,456,456,88,3,0.7,537,489,53500,20.5,captivity,large,high,312.15
587,Animalia,Chordata,Aves,Columbiformes,Nicobar pigeon,,,17,1,,,,519,20.5,captivity,large,acceptable,
2697,Animalia,Chordata,Mammalia,Primates,Red-chested mustached tamarin,,,147,1.9,1.2,299,42.33,501.3,20.5,captivity,medium,acceptable,
